Hospital Name,Hospital Type,Speciality,Sub Speciality,Doctor Name,Doctor Speciality,Full Address,Area,City,Country,Pincode/Postcode,Phone Number,Website,Google Rating,Total Reviews,Opening Time,Closing Time,Full Timing,Google Maps URL,Latitude,Longitude,Search Pincode/Postcode,Search Query,Scraped Date/Time
Shivam Eye Hospital And Laser Center,Hospital,,,,,Varad Medical Store Street Street Number 2 Street 1 University Rd opp. Ocean Apr,Varad Medical Store Street Street Number 2 Street 1 University Rd opp. Ocean Apr,Rajkot,India,360024,9824249619,,4.9,152,,1:30 PM,Open · Closes 1:30 PM,"https://www.google.com/maps/place/Shivam+Eye+Hospital+And+Laser+Center/@22.2907594,70.7500627,14z/data=!4m10!1m2!2m1!1sEye+clinics+in+360024+Rajkot+eye+hospitals!3m6!1s0x3959ca2f9a173b23:0x2700f0484cc7f72f!8m2!3d22.2909871!4d70.7750314!15sCipFeWUgY2xpbmljcyBpbiAzNjAwMjQgUmFqa290IGV5ZSBob3NwaXRhbHNaLCIqZXllIGNsaW5pY3MgaW4gMzYwMDI0IHJhamtvdCBleWUgaG9zcGl0YWxzkgEIaG9zcGl0YWyaAURDaTlEUVVsUlFVTnZaRU5vZEhsalJqbHZUMjFLUmxOSVZtRk5Na1pDVkZaV1RtTlZNSGhWTTFwT1YxWktaazFIWXhBQuABAPoBBAghEC0!16s%2Fg%2F11gbww52yv?hl=en&entry=ttu&g_ep=EgoyMDI2MDgxOS4wIKXMDSoASAFQAw%3D%3D",22.2907594,70.7500627,360024,Eye clinics in 360024 Rajkot eye hospitals,2026-08-24 11:50:43
Bhatt Eye Hospital and Retina Centre,Hospital,,,,,Bhatt Eye Hospital 97 Janta Society Tagore Rd nr. Rajkot,Bhatt Eye Hospital 97 Janta Society Tagore Rd nr. Rajkot,Rajkot,India,360024,7984740275,,4.0,152,,2 PM,Open · Closes 2 PM,"https://www.google.com/maps/place/Bhatt+Eye+Hospital+and+Retina+Centre/@22.2926603,70.7490738,14z/data=!4m10!1m2!2m1!1sEye+clinics+in+360024+Rajkot+eye+hospitals!3m6!1s0x3959ca1898a860a3:0x570ead448109476f!8m2!3d22.2926603!4d70.7871826!15sCipFeWUgY2xpbmljcyBpbiAzNjAwMjQgUmFqa290IGV5ZSBob3NwaXRhbHNaLCIqZXllIGNsaW5pY3MgaW4gMzYwMDI0IHJhamtvdCBleWUgaG9zcGl0YWxzkgEPZXllX2NhcmVfY2VudGVymgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVVJ3ZWpoUWFGVkJFQUXgAQD6AQQIbxAv!16s%2Fg%2F1td46c5h?hl=en&entry=ttu&g_ep=EgoyMDI2MDgxOS4wIKXMDSoASAFQAw%3D%3D",22.2926603,70.7490738,360024,Eye clinics in 360024 Rajkot eye hospitals,2026-08-24 11:51:32
Glaucoma Eye Hospital,Hospital,,,,,Mediplex Complex 3rd floor Vidya Nagar Main Rd,Mediplex Complex 3rd floor Vidya Nagar Main Rd,Rajkot,India,360024,9408046316,,4.2,152,,6 PM,Open · Closes 6 PM,"https://www.google.com/maps/place/Glaucoma+Eye+Hospital/@22.2926603,70.7490738,14z/data=!3m1!5s0x3959ca1045cb22bf:0x5a8c06ed3d743871!4m10!1m2!2m1!1sEye+clinics+in+360024+Rajkot+eye+hospitals!3m6!1s0x3959ca1044390e09:0xa4361ca1434310cf!8m2!3d22.289221!4d70.798161!15sCipFeWUgY2xpbmljcyBpbiAzNjAwMjQgUmFqa290IGV5ZSBob3NwaXRhbHNaLCIqZXllIGNsaW5pY3MgaW4gMzYwMDI0IHJhamtvdCBleWUgaG9zcGl0YWxzkgEPZXllX2NhcmVfY2VudGVymgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVU10ZFdOTVZVRm5FQUXgAQD6AQQIABA0!16s%2Fg%2F1yg4ffr3h?hl=en&entry=ttu&g_ep=EgoyMDI2MDgxOS4wIKXMDSoASAFQAw%3D%3D",22.2926603,70.7490738,360024,Eye clinics in 360024 Rajkot eye hospitals,2026-08-24 11:51:42
𝗝𝗗'𝗦 𝗘𝘆𝗲 𝗖𝗮𝗿𝗲 - Best Optical Shop in Rajkot Optical Showroom in Rajkot Multibranded Optical Showroom in Rajkot,Hospital,,,,,Garden Commercial Complex Sadhu Vasvani Rd,Garden Commercial Complex Sadhu Vasvani Rd,Rajkot,India,360024,7778013070,https://jdseyecare.com/,4.9,152,,9 PM,Open · Closes 9 PM,"https://www.google.com/maps/place/%F0%9D%97%9D%F0%9D%97%97'%F0%9D%97%A6+%F0%9D%97%98%F0%9D%98%86%F0%9D%97%B2+%F0%9D%97%96%F0%9D%97%AE%F0%9D%97%BF%F0%9D%97%B2+-+Best+Optical+Shop+in+Rajkot+%7C+Optical+Showroom+in+Rajkot+%7C+Multibranded+Optical+Showroom+in+Rajkot/@22.2901332,70.7231283,14z/data=!4m10!1m2!2m1!1sEye+clinics+in+360024+Rajkot+eye+hospitals!3m6!1s0x3959cb707d43360b:0x298c11a5d97e7d68!8m2!3d22.2901332!4d70.7612371!15sCipFeWUgY2xpbmljcyBpbiAzNjAwMjQgUmFqa290IGV5ZSBob3NwaXRhbHNaLCIqZXllIGNsaW5pY3MgaW4gMzYwMDI0IHJhamtvdCBleWUgaG9zcGl0YWxzkgEIb3B0aWNpYW7gAQA!16s%2Fg%2F11fmsfltrg?hl=en&entry=ttu&g_ep=EgoyMDI2MDgxOS4wIKXMDSoASAFQAw%3D%3D",22.2901332,70.7231283,360024,Eye clinics in 360024 Rajkot eye hospitals,2026-08-24 11:51:45
Ojjas plus eye hospital speedwell chowk,Hospital,,,,,2 nd floor swayam care 80 Feet Rd opp. speedwell heights,2 nd floor swayam care 80 Feet Rd opp. speedwell heights,Rajkot,India,360024,7801828878,,5.0,152,,7 PM,Open · Closes 7 PM,"https://www.google.com/maps/place/Ojjas+plus+eye+hospital+speedwell+chowk/@22.2901332,70.7231283,14z/data=!4m10!1m2!2m1!1sEye+clinics+in+360024+Rajkot+eye+hospitals!3m6!1s0x3959cb94e34e706b:0xa2d524e830bd7f2f!8m2!3d22.2629568!4d70.762891!15sCipFeWUgY2xpbmljcyBpbiAzNjAwMjQgUmFqa290IGV5ZSBob3NwaXRhbHNaLCIqZXllIGNsaW5pY3MgaW4gMzYwMDI0IHJhamtvdCBleWUgaG9zcGl0YWxzkgEIaG9zcGl0YWzgAQA!16s%2Fg%2F11x1nsvq11?hl=en&entry=ttu&g_ep=EgoyMDI2MDgxOS4wIKXMDSoASAFQAw%3D%3D",22.2901332,70.7231283,360024,Eye clinics in 360024 Rajkot eye hospitals,2026-08-24 11:51:49
Clear Vision Eye Hospital Pvt Ltd (Dr. Hemali Monpara),Hospital,,,,,B Wing First floor West gate complex 109-110 Ring Road nr. Raiya Road,B Wing First floor West gate complex 109-110 Ring Road nr. Raiya Road,Rajkot,India,360024,8000733731,,4.2,152,,1 PM,Open · Closes 1 PM,"https://www.google.com/maps/place/Clear+Vision+Eye+Hospital+Pvt+Ltd+(Dr.+Hemali+Monpara)/@22.2901332,70.7231283,14z/data=!4m10!1m2!2m1!1sEye+clinics+in+360024+Rajkot+eye+hospitals!3m6!1s0x3959c980e1ba7d7d:0x117faaacc5785383!8m2!3d22.2991621!4d70.7690422!15sCipFeWUgY2xpbmljcyBpbiAzNjAwMjQgUmFqa290IGV5ZSBob3NwaXRhbHNaLCIqZXllIGNsaW5pY3MgaW4gMzYwMDI0IHJhamtvdCBleWUgaG9zcGl0YWxzkgEPZXllX2NhcmVfY2VudGVymgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVU5rY0V4dWVWOUJSUkFC4AEA-gEECAAQKg!16s%2Fg%2F11b6sw9f26?hl=en&entry=ttu&g_ep=EgoyMDI2MDgxOS4wIKXMDSoASAFQAw%3D%3D",22.2901332,70.7231283,360024,Eye clinics in 360024 Rajkot eye hospitals,2026-08-24 11:51:51
Gadre Eye Care Centre,Hospital,,,,,,,Rajkot,India,360024,0281 246 0266,https://gadreeyecare.com/,4.0,152,,12:30 PM,Open · Closes 12:30 PM,"https://www.google.com/maps/place/Gadre+Eye+Care+Centre/@22.2901332,70.7231283,14z/data=!4m10!1m2!2m1!1sEye+clinics+in+360024+Rajkot+eye+hospitals!3m6!1s0x3959ca16dce3d559:0x90ed87a5a9094d27!8m2!3d22.287136!4d70.7929075!15sCipFeWUgY2xpbmljcyBpbiAzNjAwMjQgUmFqa290IGV5ZSBob3NwaXRhbHNaLCIqZXllIGNsaW5pY3MgaW4gMzYwMDI0IHJhamtvdCBleWUgaG9zcGl0YWxzkgEPZXllX2NhcmVfY2VudGVymgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVVI0ZGkxWWJURm5SUkFC4AEA-gEECAAQDA!16s%2Fg%2F1wn321d6?hl=en&entry=ttu&g_ep=EgoyMDI2MDgxOS4wIKXMDSoASAFQAw%3D%3D",22.2901332,70.7231283,360024,Eye clinics in 360024 Rajkot eye hospitals,2026-08-24 11:52:04
Kalariya Eye Hospital,Hospital,,,,,401 Shree Nidhi Ramkrishna Nagar Main Rd,401 Shree Nidhi Ramkrishna Nagar Main Rd,Rajkot,India,360024,0281 246 5700,,3.9,152,,1 PM,Open · Closes 1 PM,"https://www.google.com/maps/place/Kalariya+Eye+Hospital/@22.287136,70.7547987,14z/data=!4m10!1m2!2m1!1sEye+clinics+in+360024+Rajkot+eye+hospitals!3m6!1s0x3959ca173c6bf1ff:0x460db23e916d8106!8m2!3d22.2886365!4d70.7929899!15sCipFeWUgY2xpbmljcyBpbiAzNjAwMjQgUmFqa290IGV5ZSBob3NwaXRhbHOSAQ9leWVfY2FyZV9jZW50ZXLgAQA!16s%2Fg%2F11b706whq9?hl=en&entry=ttu&g_ep=EgoyMDI2MDgxOS4wIKXMDSoASAFQAw%3D%3D",22.287136,70.7547987,360024,Eye clinics in 360024 Rajkot eye hospitals,2026-08-24 11:52:09
Retina Hospital,Hospital,,,,,7QXP+F84,,Rajkot,India,360024,0281 245 6600,http://www.retina-hospital.in/,4.2,152,,9 PM,Open · Closes 9 PM,"https://www.google.com/maps/place/Retina+Hospital/@22.287136,70.7547987,14z/data=!4m10!1m2!2m1!1sEye+clinics+in+360024+Rajkot+eye+hospitals!3m6!1s0x3959cbda52257099:0xf82607aa045ae3b0!8m2!3d22.2986375!4d70.7858281!15sCipFeWUgY2xpbmljcyBpbiAzNjAwMjQgUmFqa290IGV5ZSBob3NwaXRhbHNaLCIqZXllIGNsaW5pY3MgaW4gMzYwMDI0IHJhamtvdCBleWUgaG9zcGl0YWxzkgEIaG9zcGl0YWyaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVTnpjbTlFTFhGUlJSQULgAQD6AQQIABBF!16s%2Fg%2F1hd_rp2ww?hl=en&entry=ttu&g_ep=EgoyMDI2MDgxOS4wIKXMDSoASAFQAw%3D%3D",22.287136,70.7547987,360024,Eye clinics in 360024 Rajkot eye hospitals,2026-08-24 11:52:16
Prime Vision Eye Hospital and Laser Centre,Hospital,,,,,Lotus Empire 301/302/314 Raiya Rd opposite Sadbhavna Vrudhashram Medical Store near Salus Hospital,Lotus Empire 301/302/314 Raiya Rd opposite Sadbhavna Vrudhashram Medical Store near Salus Hospital,Rajkot,India,360024,8780934558,,5.0,152,,8 PM,Open · Closes 8 PM,"https://www.google.com/maps/place/Prime+Vision+Eye+Hospital+and+Laser+Centre/@22.3015727,70.7256573,14z/data=!4m10!1m2!2m1!1sEye+clinics+in+360024+Rajkot+eye+hospitals!3m6!1s0x3959c9a6ce8f959f:0x915f99b84fcbbc4!8m2!3d22.3015727!4d70.7637661!15sCipFeWUgY2xpbmljcyBpbiAzNjAwMjQgUmFqa290IGV5ZSBob3NwaXRhbHNaLCIqZXllIGNsaW5pY3MgaW4gMzYwMDI0IHJhamtvdCBleWUgaG9zcGl0YWxzkgEPZXllX2NhcmVfY2VudGVymgFEQ2k5RFFVbFJRVU52WkVOb2RIbGpSamx2VDIwNU0yTkZjR0ZQUm5CTlYwUkNabU13TlhGT00yaElUVWhCTkdOVlJSQULgAQD6AQUI3wEQSw!16s%2Fg%2F11t_rg925r?hl=en&entry=ttu&g_ep=EgoyMDI2MDgxOS4wIKXMDSoASAFQAw%3D%3D",22.3015727,70.7256573,360024,Eye clinics in 360024 Rajkot eye hospitals,2026-08-24 11:52:29
Pandit Eye Hospital,Hospital,,,,,Anand Plaza Mavdi Main Road,Anand Plaza Mavdi Main Road,Rajkot,India,360024,9824448878,,5.0,152,,1 PM,Open · Closes 1 PM,"https://www.google.com/maps/place/Pandit+Eye+Hospital/@22.272607,70.7553112,14z/data=!4m10!1m2!2m1!1sEye+clinics+in+360024+Rajkot+eye+hospitals!3m6!1s0x3959ca694f898c6b:0x28c20935af24de11!8m2!3d22.272607!4d70.79342!15sCipFeWUgY2xpbmljcyBpbiAzNjAwMjQgUmFqa290IGV5ZSBob3NwaXRhbHOSAQ9leWVfY2FyZV9jZW50ZXLgAQA!16s%2Fg%2F11b72nx_ts?hl=en&entry=ttu&g_ep=EgoyMDI2MDgxOS4wIKXMDSoASAFQAw%3D%3D",22.272607,70.7553112,360024,Eye clinics in 360024 Rajkot eye hospitals,2026-08-24 11:52:33
𝗝𝗗𝗦 𝗘𝘆𝗲 𝗰𝗮𝗿𝗲 - Best Optical Showroom in Rajkot Optical Shop in Rajkot Multibranded Optical Showroom in Rajkot,Hospital,,,,,Amin Marg near Jd Eye circle,Amin Marg near Jd Eye circle,Rajkot,India,360024,7698417090,https://jdseyecare.com/,4.7,152,,9 PM,Open · Closes 9 PM,"https://www.google.com/maps/place/%F0%9D%97%9D%F0%9D%97%97%F0%9D%97%A6+%F0%9D%97%98%F0%9D%98%86%F0%9D%97%B2+%F0%9D%97%B0%F0%9D%97%AE%F0%9D%97%BF%F0%9D%97%B2+-+Best+Optical+Showroom+in+Rajkot+%7C+Optical+Shop+in+Rajkot+%7C+Multibranded+Optical+Showroom+in+Rajkot/@22.272607,70.7553112,14z/data=!4m10!1m2!2m1!1sEye+clinics+in+360024+Rajkot+eye+hospitals!3m6!1s0x3959ca3b16b8a4ad:0x23f1af0b4e944e6b!8m2!3d22.2872918!4d70.7804389!15sCipFeWUgY2xpbmljcyBpbiAzNjAwMjQgUmFqa290IGV5ZSBob3NwaXRhbHNaLCIqZXllIGNsaW5pY3MgaW4gMzYwMDI0IHJhamtvdCBleWUgaG9zcGl0YWxzkgEIb3B0aWNpYW7gAQA!16s%2Fg%2F11cncsnnv3?hl=en&entry=ttu&g_ep=EgoyMDI2MDgxOS4wIKXMDSoASAFQAw%3D%3D",22.272607,70.7553112,360024,Eye clinics in 360024 Rajkot eye hospitals,2026-08-24 11:52:38
K K Eye Care & Laser Centre,Hospital,,,,,1st Floor Heera Panna Complex Speedwell Party Plot Road,1st Floor Heera Panna Complex Speedwell Party Plot Road,Rajkot,India,360024,9409603025,,4.0,152,,1 PM,Open · Closes 1 PM,"https://www.google.com/maps/place/K+K+Eye+Care+%26+Laser+Centre/@22.2641756,70.7233829,14z/data=!4m10!1m2!2m1!1sEye+clinics+in+360024+Rajkot+eye+hospitals!3m6!1s0x3959cb24484072e9:0x97a4466c2fb58703!8m2!3d22.2641756!4d70.7614917!15sCipFeWUgY2xpbmljcyBpbiAzNjAwMjQgUmFqa290IGV5ZSBob3NwaXRhbHOSAQ9leWVfY2FyZV9jZW50ZXLgAQA!16s%2Fg%2F11w960y5jy?hl=en&entry=ttu&g_ep=EgoyMDI2MDgxOS4wIKXMDSoASAFQAw%3D%3D",22.2641756,70.7233829,360024,Eye clinics in 360024 Rajkot eye hospitals,2026-08-24 11:52:42
Dr Suketu Bhapal eye hospital & laser centre - Eye Specialist/Ophthalmonologist/lasik eye surgery/Catract Surgery,Hospital,,,,,Nirmla Convent Rd opp. Mahavir Society,Nirmla Convent Rd opp. Mahavir Society,Rajkot,India,360024,9879535412,,4.7,152,,,,"https://www.google.com/maps/place/Dr+Suketu+Bhapal+eye+hospital+%26+laser+centre+-+Eye+Specialist%2FOphthalmonologist%2Flasik+eye+surgery%2FCatract+Surgery/@22.2942452,70.7392875,14z/data=!4m10!1m2!2m1!1sEye+clinics+in+360024+Rajkot+eye+hospitals!3m6!1s0x3959cb6430f0b517:0x669d84013d69148!8m2!3d22.2942452!4d70.7773963!15sCipFeWUgY2xpbmljcyBpbiAzNjAwMjQgUmFqa290IGV5ZSBob3NwaXRhbHNaLCIqZXllIGNsaW5pY3MgaW4gMzYwMDI0IHJhamtvdCBleWUgaG9zcGl0YWxzkgEIaG9zcGl0YWyaAURDaTlEUVVsUlFVTnZaRU5vZEhsalJqbHZUMnBzVW1WdGVHRmtWbVIwVW0xV01HUnVaekpoUkZreVZFUkNkRlZYWXhBQuABAPoBBAgAEEE!16s%2Fg%2F11tncn3c0p?hl=en&entry=ttu&g_ep=EgoyMDI2MDgxOS4wIKXMDSoASAFQAw%3D%3D",22.2942452,70.7392875,360024,Eye clinics in 360024 Rajkot eye hospitals,2026-08-24 11:52:45
JD's Eye Care,Hospital,,,,,Vidya Nagar Main Rd opposite Gadre Eye Hospital,Vidya Nagar Main Rd opposite Gadre Eye Hospital,Rajkot,India,360024,7623073414,https://jdseyecare.com/,4.7,152,,9 AM,Open · Closes 9 AM,"https://www.google.com/maps/place/JD's+Eye+Care/@22.2942452,70.7392875,14z/data=!4m10!1m2!2m1!1sEye+clinics+in+360024+Rajkot+eye+hospitals!3m6!1s0x3959ca16dccd2c69:0x767c5fdeeebb48fb!8m2!3d22.286959!4d70.792912!15sCipFeWUgY2xpbmljcyBpbiAzNjAwMjQgUmFqa290IGV5ZSBob3NwaXRhbHNaLCIqZXllIGNsaW5pY3MgaW4gMzYwMDI0IHJhamtvdCBleWUgaG9zcGl0YWxzkgEIb3B0aWNpYW7gAQA!16s%2Fg%2F11b72nt5tm?hl=en&entry=ttu&g_ep=EgoyMDI2MDgxOS4wIKXMDSoASAFQAw%3D%3D",22.2942452,70.7392875,360024,Eye clinics in 360024 Rajkot eye hospitals,2026-08-24 11:52:48
Ramkrishna eye care and laser center,Hospital,,,,,Shop no 14 Ram Jayant KG Shyam Complex Main Rd opposite D-Mart,Shop no 14 Ram Jayant KG Shyam Complex Main Rd opposite D-Mart,Rajkot,India,360024,9825385173,,5.0,152,,9 PM,Open · Closes 9 PM,"https://www.google.com/maps/place/Ramkrishna+eye+care+and+laser+center/@22.2718905,70.7603634,14z/data=!4m10!1m2!2m1!1sEye+clinics+in+360024+Rajkot+eye+hospitals!3m6!1s0x3959cbe2447e65a9:0x221df83ed39e081a!8m2!3d22.2718905!4d70.7984722!15sCipFeWUgY2xpbmljcyBpbiAzNjAwMjQgUmFqa290IGV5ZSBob3NwaXRhbHNaLCIqZXllIGNsaW5pY3MgaW4gMzYwMDI0IHJhamtvdCBleWUgaG9zcGl0YWxzkgELb3B0b21ldHJpc3SaAURDaTlEUVVsUlFVTnZaRU5vZEhsalJqbHZUMnRPVGxkcVpIcGtlVEZEV1ROU2IxTkliRnBhV0VacFZqRkdSMlZIWXhBQuABAPoBBAgAEDA!16s%2Fg%2F11ty4xst9m?hl=en&entry=ttu&g_ep=EgoyMDI2MDgxOS4wIKXMDSoASAFQAw%3D%3D",22.2718905,70.7603634,360024,Eye clinics in 360024 Rajkot eye hospitals,2026-08-24 11:52:52
VISION EYE CARE CENTER,Hospital,,,,,Jay Chambers Vidya Nagar Main Rd Near Patel Boarding,Jay Chambers Vidya Nagar Main Rd Near Patel Boarding,Rajkot,India,360024,0281 246 4889,,3.8,152,,,Open,"https://www.google.com/maps/place/VISION+EYE+CARE+CENTER/@22.2718905,70.7603634,14z/data=!4m10!1m2!2m1!1sEye+clinics+in+360024+Rajkot+eye+hospitals!3m6!1s0x3959ca112a8cfdd1:0xa2bed7b82eb5f3bb!8m2!3d22.287764!4d70.794308!15sCipFeWUgY2xpbmljcyBpbiAzNjAwMjQgUmFqa290IGV5ZSBob3NwaXRhbHOSAQ9leWVfY2FyZV9jZW50ZXLgAQA!16s%2Fg%2F11b70hk9rg?hl=en&entry=ttu&g_ep=EgoyMDI2MDgxOS4wIKXMDSoASAFQAw%3D%3D",22.2718905,70.7603634,360024,Eye clinics in 360024 Rajkot eye hospitals,2026-08-24 11:53:01
Roshni eye hospital and laser centre,Hospital,,,,,Arogyam hospital near Saurashtra children hospital and Rajnagar chowk 7QHM+R84 Nana Mava Road Rajnagar Chowk,Arogyam hospital near Saurashtra children hospital and Rajnagar chowk Nana Mava Road Rajnagar Chowk,Rajkot,India,360024,9512244556,,5.0,152,,1 PM,Open · Closes 1 PM,"https://www.google.com/maps/place/Roshni+eye+hospital+and+laser+centre/@22.2718905,70.7603634,14z/data=!4m10!1m2!2m1!1sEye+clinics+in+360024+Rajkot+eye+hospitals!3m6!1s0x3959cb00289bdccd:0xd913f1054f6142e1!8m2!3d22.2795108!4d70.7833226!15sCipFeWUgY2xpbmljcyBpbiAzNjAwMjQgUmFqa290IGV5ZSBob3NwaXRhbHNaLCIqZXllIGNsaW5pY3MgaW4gMzYwMDI0IHJhamtvdCBleWUgaG9zcGl0YWxzkgEPZXllX2NhcmVfY2VudGVymgFEQ2k5RFFVbFJRVU52WkVOb2RIbGpSamx2VDJwR2RsTlhWbk5TVkZKb1VqSndhRnBzU2xSWFNGSXlUako0Y1ZaR1JSQULgAQD6AQQIcRAc!16s%2Fg%2F11vx0bpbjd?hl=en&entry=ttu&g_ep=EgoyMDI2MDgxOS4wIKXMDSoASAFQAw%3D%3D",22.2718905,70.7603634,360024,Eye clinics in 360024 Rajkot eye hospitals,2026-08-24 11:53:03
AKSHA EYE HOSPITAL -Mavdi,Hospital,,,,,3rd Floor Rajmahel Corporate Building 80 Feet Rd near matuki restaurant,3rd Floor Rajmahel Corporate Building 80 Feet Rd near matuki restaurant,Rajkot,India,360024,7574956000,https://www.eyehospitalrajkot.com/,5.0,152,,7:30 PM,Open · Closes 7:30 PM,"https://www.google.com/maps/place/AKSHA+EYE+HOSPITAL+-Mavdi/@22.2718905,70.7603634,14z/data=!4m10!1m2!2m1!1sEye+clinics+in+360024+Rajkot+eye+hospitals!3m6!1s0x3959cbf56f245eff:0xf8cc888e1c4d30ad!8m2!3d22.2459792!4d70.7872888!15sCipFeWUgY2xpbmljcyBpbiAzNjAwMjQgUmFqa290IGV5ZSBob3NwaXRhbHNaLCIqZXllIGNsaW5pY3MgaW4gMzYwMDI0IHJhamtvdCBleWUgaG9zcGl0YWxzkgEPZXllX2NhcmVfY2VudGVymgFEQ2k5RFFVbFJRVU52WkVOb2RIbGpSamx2VDJ0NFRHRldPVUpWUjNSNFkyeHNZVTFFVlRCaVZtaHBXVmhvZDFJell4QULgAQD6AQQILxAy!16s%2Fg%2F11yfn45t9d?hl=en&entry=ttu&g_ep=EgoyMDI2MDgxOS4wIKXMDSoASAFQAw%3D%3D",22.2718905,70.7603634,360024,Eye clinics in 360024 Rajkot eye hospitals,2026-08-24 11:53:04
𝗟𝗼𝗻𝗱𝗼𝗻 𝗘𝘆𝗲 - Optician D&G Gucci Tomford Best Branded Sunglasses in Rajkot,Hospital,,,,,Ground Floor Labh Enclave between to Mahila College Chowk,Ground Floor Labh Enclave between to Mahila College Chowk,Rajkot,India,360024,9429979511,,4.7,152,,9 PM,Open · Closes 9 PM,"https://www.google.com/maps/place/%F0%9D%97%9F%F0%9D%97%BC%F0%9D%97%BB%F0%9D%97%B1%F0%9D%97%BC%F0%9D%97%BB+%F0%9D%97%98%F0%9D%98%86%F0%9D%97%B2+-+Optician%7C+D%26G%7C+Gucci%7C+Tomford%7C+Best+Branded+Sunglasses+in+Rajkot/@22.2718905,70.7603634,14z/data=!4m10!1m2!2m1!1sEye+clinics+in+360024+Rajkot+eye+hospitals!3m6!1s0x3959ca2233fea6ff:0x74c8e578872c75f1!8m2!3d22.2967467!4d70.7868478!15sCipFeWUgY2xpbmljcyBpbiAzNjAwMjQgUmFqa290IGV5ZSBob3NwaXRhbHNaLCIqZXllIGNsaW5pY3MgaW4gMzYwMDI0IHJhamtvdCBleWUgaG9zcGl0YWxzkgEXY29udGFjdF9sZW5zZXNfc3VwcGxpZXLgAQA!16s%2Fg%2F11v60pvlm_?hl=en&entry=ttu&g_ep=EgoyMDI2MDgxOS4wIKXMDSoASAFQAw%3D%3D",22.2718905,70.7603634,360024,Eye clinics in 360024 Rajkot eye hospitals,2026-08-24 11:53:07
Dr. Milan's Retina Care Centre,Hospital,,,,,Alpviram Vidya Nagar Main Rd,Alpviram Vidya Nagar Main Rd,Rajkot,India,360024,0281 246 5066,,3.9,152,,7 PM,Open · Closes 7 PM,"https://www.google.com/maps/place/Dr.+Milan's+Retina+Care+Centre/@22.2967467,70.748739,14z/data=!4m10!1m2!2m1!1sEye+clinics+in+360024+Rajkot+eye+hospitals!3m6!1s0x3959ca16d1887aab:0x1015d67b67391b7!8m2!3d22.2868095!4d70.7922506!15sCipFeWUgY2xpbmljcyBpbiAzNjAwMjQgUmFqa290IGV5ZSBob3NwaXRhbHNaLCIqZXllIGNsaW5pY3MgaW4gMzYwMDI0IHJhamtvdCBleWUgaG9zcGl0YWxzkgEPZXllX2NhcmVfY2VudGVymgFEQ2k5RFFVbFJRVU52WkVOb2RIbGpSamx2VDJ0S1lWSXlZelJqYTNnMllUTmplazB5T1dsamEwNVhWbXhXY1dOWVl4QULgAQD6AQUI-AUQPw!16s%2Fg%2F11b70bw72x?hl=en&entry=ttu&g_ep=EgoyMDI2MDgxOS4wIKXMDSoASAFQAw%3D%3D",22.2967467,70.748739,360024,Eye clinics in 360024 Rajkot eye hospitals,2026-08-24 11:53:08
Khushee Eye Hospital Laser Center,Hospital,,,,,indraprasth flats Raiya Rd near Hanuman Madhi,indraprasth flats Raiya Rd near Hanuman Madhi,Rajkot,India,360024,,,4.4,152,,1 PM,Open · Closes 1 PM,"https://www.google.com/maps/place/Khushee+Eye+Hospital+Laser+Center/@22.2967467,70.748739,14z/data=!4m10!1m2!2m1!1sEye+clinics+in+360024+Rajkot+eye+hospitals!3m6!1s0x3959ca27f36b2113:0xdc9bd2eedab866d6!8m2!3d22.2994318!4d70.7774306!15sCipFeWUgY2xpbmljcyBpbiAzNjAwMjQgUmFqa290IGV5ZSBob3NwaXRhbHOSAQ9leWVfY2FyZV9jZW50ZXLgAQA!16s%2Fg%2F11c0z3c7s5?hl=en&entry=ttu&g_ep=EgoyMDI2MDgxOS4wIKXMDSoASAFQAw%3D%3D",22.2967467,70.748739,360024,Eye clinics in 360024 Rajkot eye hospitals,2026-08-24 11:53:09
SURE SIGHT LASER CENTRE,Hospital,,,,,1st Floor Pride One off Amin Marg opp. Vachhani Hospital,1st Floor Pride One off Amin Marg opp. Vachhani Hospital,Rajkot,India,360024,,http://suresightlasercenters.com/,4.5,152,,6 PM,Open · Closes 6 PM,"https://www.google.com/maps/place/SURE+SIGHT+LASER+CENTRE/@22.2967467,70.748739,14z/data=!4m10!1m2!2m1!1sEye+clinics+in+360024+Rajkot+eye+hospitals!3m6!1s0x3959cbcd54334eb9:0xaefb5e6ad8fc480a!8m2!3d22.2890815!4d70.784381!15sCipFeWUgY2xpbmljcyBpbiAzNjAwMjQgUmFqa290IGV5ZSBob3NwaXRhbHNaLCIqZXllIGNsaW5pY3MgaW4gMzYwMDI0IHJhamtvdCBleWUgaG9zcGl0YWxzkgEIaG9zcGl0YWyaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVTlNOSEpoTjNKblJSQULgAQD6AQUIhgEQQw!16s%2Fg%2F11tsxphr1m?hl=en&entry=ttu&g_ep=EgoyMDI2MDgxOS4wIKXMDSoASAFQAw%3D%3D",22.2967467,70.748739,360024,Eye clinics in 360024 Rajkot eye hospitals,2026-08-24 11:53:10
